show,year,genre,rating,votes,runtime,gross
Strangers,XII,Comedy,0.0,0.0,0.0,""
Stree,2018,"Comedy,Horror",7.6,30544.0,128.0,""
Street,"I 2015",Action,4.6,973.0,85.0,""
"Street Food: Asia",2019,Documentary,7.76,403.7,3.0,""
"Street Food: Latin America",2020,Documentary,7.9,1068.0,0.0,""
"Stretch Armstrong & the Flex Fighters",20172018,"Animation,Short,Action",6.5,276.0,22.0,""
"Strike a Pose",2016,"Documentary,Music",7.2,1700.0,83.0,""
"Strip Down, Rise Up",2021,Documentary,5.2,530.0,112.0,""
"Strong Island",2017,"Documentary,Crime",6.4,3694.0,107.0,""
Strongland,2018,"",7.0,20.0,0.0,""
"Struggle: The Life and Lost Art of Szukalski",2018,Documentary,8.0,3650.0,115.0,""
"Stuck Together",2021,Comedy,0.0,0.0,0.0,""
"Student Driver","","Action,Comedy",0.0,0.0,0.0,""
"Stunt Science",2018,Reality-TV,5.0,43.0,0.0,""
"Styling Hollywood",2019,Reality-TV,6.7,321.0,0.0,""
Suburbicon,2017,"Comedy,Crime,Drama",5.7,41867.0,105.0,5.78
"Suburra - La serie",20172020,"Action,Crime",7.9,12933.0,50.0,""
"Sudden Fear",1952,"Film-Noir,Thriller",7.5,5679.0,110.0,""
"Sufat Chol",2016,Drama,6.8,3310.0,87.0,0.08
"Sugar Coated",2015,Documentary,7.5,827.0,90.0,""
"Sugar High","2020 TV Special",Reality-TV,7.3,136.0,44.0,""
"Sugar Rush",2018,Game-Show,7.0,1299.0,0.0,""
"Sugar Rush Christmas",2019,Reality-TV,6.66,93.43,0.0,""
Suicide,"II 2014","Action,Crime,Thriller",5.8,413.0,113.0,""
"Suite Française",2014,"Drama,Romance,Thriller",7.0,24684.0,107.0,""
Suits,20112019,"Comedy,Drama",8.4,374263.0,44.0,""
"Sul più bello",2020,"Comedy,Drama,Romance",5.4,333.0,91.0,""
"Sulla Stessa Onda",2021,"Drama,Romance,Sport",5.7,961.0,99.0,""
"Sulla mia pelle",2018,"Biography,Drama",7.3,8345.0,100.0,""
Sulwe,"","Animation,Adventure,Comedy",0.0,0.0,0.0,""
"Summer in Sorrento","",Drama,0.0,0.0,0.0,""
Summertime,2020,"Drama,Romance",5.5,2111.0,40.0,""
"Sumukhi Suresh Special","",Comedy,0.0,0.0,0.0,""
"Sun Belt Express",2014,"Comedy,Drama,Family",6.2,373.0,91.0,""
"Sun Dogs",2017,"Comedy,Drama",6.3,2065.0,94.0,""
"Sunderland 'Til I Die",2018,"Documentary,Sport",8.1,7196.0,39.0,""
Sundown,"II 2016","Action,Adventure,Comedy",5.4,2278.0,103.0,""
"Sunny Bunnies",2015,"Animation,Family",6.8,74.0,0.0,""
Sunrise,"I 2014","Crime,Drama,Mystery",6.3,279.0,85.0,0.00
"Sunshine Scouts","",Comedy,0.0,0.0,0.0,""
"Super Bheem",2017,Animation,4.7,18.0,0.0,""
"Super Buddies","2013 Video",Family,4.3,1278.0,81.0,""
"Super Crooks",2021,"Animation,Action,Adventure",0.0,0.0,0.0,""
"Super Dark Times",2017,"Crime,Drama,Horror",6.6,20965.0,103.0,0.03
"Super Drags",2018,"Animation,Comedy,Fantasy",5.6,1401.0,30.0,""
"Super Giant Robot Brothers",2022,"Animation,Action,Adventure",0.0,0.0,0.0,""
"Super Mario Bros: The Movie",2022,"Animation,Action,Adventure",0.0,0.0,0.0,""
"Super Monsters",2017,"Animation,Adventure,Comedy",5.47,85.86,23.71,""
"Super Monsters Furever Friends","2019 TV Movie",Animation,5.5,61.0,58.0,""
"Super Monsters Monster Pets",2019,Animation,6.1,29.0,0.0,""
"Super Monsters and the Wish Star",2018,"Animation,Short,Comedy",5.1,39.0,27.0,""
"Super Monsters: Once Upon a Rhyme","2021 TV Special","Animation,Family",5.5,25.0,25.0,""
"Super Monstros: Nova Turma",2020,"Animation,Short",0.0,0.0,24.0,""
"Super Why!",20072016,"Animation,Family",6.1,693.0,30.0,""
"Super Wings!",2015,"Animation,Adventure,Family",6.1,287.0,15.0,""
"Super Zach",2018,"Animation,Action,Adventure",7.6,9.0,0.0,""
"Super-Fan Builds",2018,Family,0.0,0.0,0.0,""
Super-Normal,"","Action,Adventure,Comedy",0.0,0.0,0.0,""
Supercrooks,"","Action,Adventure,Drama",0.0,0.0,0.0,""
Supergirl,20152021,"Action,Adventure,Drama",7.18,7171.53,42.05,""
"Superlópez",2018,"Action,Comedy,Sci-Fi",5.4,3326.0,108.0,""
"Supermensch: The Legend of Shep Gordon",2013,"Documentary,Biography,Music",7.4,3218.0,85.0,0.21
Supermodel,2015,Drama,4.3,93.0,97.0,""
Supernatural,20052020,"Drama,Fantasy,Horror",8.4,404273.0,44.0,""
Superstition,20172018,"Drama,Fantasy,Horror",5.2,1779.0,45.0,""
Suriname,"","Biography,Crime,Drama",0.0,0.0,0.0,""
"Surviving Death",2021,"Documentary,Reality-TV",6.29,364.0,51.57,""
"Surviving Hitler: A Love Story",2010,Documentary,7.5,241.0,66.0,""
"Surviving Summer",2022,Drama,0.0,0.0,0.0,""
Survivor,"I 2015","Action,Crime,Thriller",5.6,32250.0,96.0,""
Suryaganga,2019,"Documentary,Adventure,News",7.8,76.0,75.0,""
Sustainable,2016,"Documentary,History,News",7.3,554.0,92.0,""
"Suzumiya Haruhi chan no yûutsu",2009,"Animation,Comedy",6.7,396.0,3.0,""
"Suzumiya Haruhi no shôshitsu",2010,"Animation,Drama,Family",8.1,6660.0,162.0,""
"Suzumiya Haruhi no yûutsu",20062009,"Animation,Comedy,Fantasy",7.8,7848.0,24.0,""
"Suzzanna: Bernapas dalam Kubur",2018,"Comedy,Drama,Horror",5.6,834.0,125.0,""
"Svaha: The Sixth Finger",2019,"Horror,Mystery,Thriller",6.3,3219.0,122.0,""
"Svinalängorna",2010,Drama,7.0,3851.0,99.0,""
"Swearnet Live",2014,Comedy,4.6,493.0,75.0,""
"Swearnet: The Movie",2014,Comedy,5.9,2536.0,112.0,""
"Swedish Dicks",20162018,"Comedy,Crime",6.8,3064.0,30.0,""
"Sweet & Sour",2021,"Comedy,Romance",6.7,1469.0,101.0,""
"Sweet Girl",2021,"Action,Drama,Thriller",0.0,0.0,96.0,""
"Sweet Home",2020,"Drama,Fantasy,Horror",7.4,12428.0,52.0,""
"Sweet Magnolias",2020,"Drama,Romance",7.4,10096.0,0.0,""
"Sweet Moves","2005 Video","Short,Comedy",0.0,0.0,30.0,""
"Sweet Tooth",2021,"Action,Adventure,Drama",8.08,5644.13,38.75,""
"Sweet Virginia",2017,"Action,Drama,Thriller",6.2,9324.0,93.0,0.01
Sweetener,"","",0.0,0.0,0.0,""
"Swing State",2017,"Comedy,Music,Romance",4.0,339.0,95.0,""
Swiped,"I 2018","Comedy,Romance",3.0,11048.0,93.0,""
Switched,2018,"Drama,Sci-Fi",7.1,1210.0,35.0,""
"Sword Art Online",2012,"Animation,Action,Adventure",3.8,19662.5,12.0,""
"Sword Art Online Alternative: Gun Gale Online",2018,"Animation,Action,Adventure",6.9,1847.0,24.0,""
"Sword Gai: The Animation",2018,"Animation,Action,Fantasy",5.9,850.0,22.0,""
Systemsprenger,2019,Drama,7.8,11388.0,125.0,""
Syucheu,2018,"Crime,Drama,Thriller",7.4,558.0,60.0,""
"Sí mi amor, la película",2020,Comedy,4.1,140.0,107.0,""
"Söderkåkar",1932,Comedy,5.3,59.0,87.0,""
T-34,2018,"Action,War",6.7,10546.0,139.0,""
"TED: The Future We Will Create","2007 TV Movie",Documentary,6.9,151.0,74.0,""
"TIME: The Kalief Browder Story",2017,"Documentary,Biography",8.5,2442.0,0.0,""
"TUNA Girl",2019,"Comedy,Drama",5.8,121.0,89.0,""
"Taal is zeg maar echt mijn ding",2018,"Comedy,Romance",5.6,453.0,90.0,""
Taboo,2002,"Drama,Horror,Mystery",3.6,1860.0,80.0,""
"Tabula Rasa",2017,"Drama,Horror,Thriller",8.0,9128.0,60.0,""
"Taco Chronicles",2019,Documentary,7.9,726.0,0.0,""
"Tactical Force",2011,Action,4.8,5739.0,91.0,""
"Tae-yang-eui hoo-ye",2016,"Action,Comedy,Drama",8.3,11327.0,60.0,""
"Tai hong",2010,"Horror,Thriller",4.4,335.0,100.0,""
"Taineun Jiokida",2019,"Crime,Horror,Mystery",7.9,2423.0,60.0,""
"Taisou Zamurai",2020,"Animation,Drama,Sport",7.5,93.0,0.0,""
"Taj Mahal 1989",2020,"Comedy,Drama,Romance",7.61,218.14,34.14,""
"Take Me",2017,"Comedy,Crime,Mystery",6.1,5088.0,83.0,0.00
"Take My Brother Away",2018,Drama,7.1,144.0,45.0,""
"Take Your Pills",2018,Documentary,6.4,4713.0,87.0,""
"Take the 10",2017,Comedy,4.8,2926.0,80.0,""
"Taken 2",2012,"Action,Crime,Thriller",6.3,295140.0,92.0,139.85
"Taken 3",2014,"Action,Crime,Thriller",6.0,183595.0,108.0,89.26
Takers,2010,"Action,Crime,Thriller",6.2,59882.0,107.0,57.74
"Takizawa Enbujo Zero",2020,Music,0.0,0.0,139.0,""
Takki,2012,Drama,7.2,102.0,0.0,""
"Tales by Light",2015,Documentary,8.3,1829.0,23.0,""
"Tales of the City",2019,Drama,7.85,5363.5,210.0,""
Talisman,"","Adventure,Drama,Fantasy",0.0,0.0,0.0,""
"Talking Tom and Friends",2014,"Animation,Action,Adventure",6.3,337.0,11.0,""
"Tall Girl",2019,"Comedy,Drama,Family",5.2,19380.0,101.0,""
Tallulah,2016,"Comedy,Drama,Romance",6.7,19219.0,111.0,""
"Tamiô",2015,Comedy,6.1,197.0,54.0,""
Tangerine,2015,"Comedy,Crime,Drama",7.1,28651.0,88.0,0.70
"Tarde para la ira",2016,"Action,Crime,Drama",6.8,11231.0,92.0,""
Target,"II 2018","Comedy,Thriller",4.0,443.0,93.0,""
"Tarung Sarung",2020,"Action,Adventure,Drama",6.5,159.0,115.0,""
"Tarzan and Jane",20172018,"Animation,Action,Adventure",4.8,242.0,22.0,""
"Tasty Tales of the Food Truckers",2021,Animation,0.0,0.0,11.0,""
"Tate no Yuusha no Nariagari",2019,"Animation,Action,Adventure",8.1,8129.0,24.0,""
"Tatlim Tatlim",2017,"Comedy,Romance",5.6,3021.0,95.0,""
"Tattoo Redo",2021,Reality-TV,5.6,232.0,0.0,""
Tau,2018,"Sci-Fi,Thriller",5.8,28732.0,97.0,""
"Tau man ji D",2005,"Action,Comedy,Drama",6.4,7994.0,107.0,""
"Taxi Driver",1976,"Crime,Drama",8.2,752553.0,114.0,28.26
"Taylor Swift: Reputation Stadium Tour","2018 TV Special","Documentary,Music",8.4,4484.0,125.0,""
"Taylor Tomlinson: Quarter-Life Crisis","2020 TV Special",Comedy,7.4,2608.0,61.0,""
"Tayo the Little Bus",20102019,"Animation,Comedy,Family",5.5,140.0,11.0,""
"Te quiero, imbécil",2020,Comedy,5.8,2891.0,87.0,""
Te3n,2016,"Drama,Mystery,Thriller",7.3,12303.0,136.0,0.26
"Team Foxcatcher",2016,"Documentary,Biography,Crime",7.3,5804.0,90.0,""
"Team Hot Wheels: Build the Epic Race","2015 TV Movie","Animation,Action,Adventure",6.3,32.0,45.0,""
"Team Hot Wheels: The Skills to Thrill","2015 TV Movie",Animation,6.8,22.0,45.0,""
"Team Kaylie",2019,Comedy,4.5,270.0,0.0,""
"Team Mascots",2017,Short,0.0,0.0,14.0,""
"Tee Shot: Ariya Jutanugarn","2019 TV Movie","Biography,Drama,Sport",6.6,54.0,103.0,""
"Teen Titans Go!",2013,"Animation,Action,Adventure",5.4,18481.0,10.0,""
"Teen Wolf",20112017,"Action,Drama,Fantasy",7.6,132950.0,41.0,""
"Teenage Bounty Hunters",2020,"Comedy,Crime,Drama",8.31,1503.09,0.0,""
"Teenage Cocktail",2016,"Drama,Thriller",5.8,5070.0,88.0,""
"Tell Me Everything","",Drama,0.0,0.0,0.0,""
"Tell Me Who I Am",2019,"Documentary,Drama,Mystery",7.6,12328.0,86.0,""
"Tell No One",I,Thriller,0.0,0.0,0.0,""
"Tellur Aliens",2016,"Animation,Adventure,Comedy",4.3,89.0,67.0,""
Temple,2017,"Adventure,Drama,Horror",3.6,4761.0,78.0,""
"Temporada de Verão","",Drama,0.0,0.0,0.0,""
"Tengen toppa gurren lagann",20072008,"Animation,Action,Adventure",8.3,15693.0,24.0,""
"Tenkû no shiro Rapyuta",1986,"Animation,Adventure,Drama",8.0,155408.0,125.0,""
Tenured,2015,Comedy,6.0,492.0,80.0,""
Teoneol,2017,"Crime,Fantasy,Thriller",8.3,2228.0,60.0,""
"Tereddüt",2016,Drama,6.5,2160.0,105.0,""
Terminator,"","Animation,Action,Adventure",0.0,0.0,0.0,""
Terra,"2015 TV Movie",Documentary,8.3,1872.0,98.0,""
"Terrace House: Aloha State",20162017,"Drama,Reality-TV",7.5,902.0,40.0,""
"Terrace House: Boys & Girls in the City",20152016,"Drama,Reality-TV",8.1,1494.0,30.0,""
"Terrace House: Opening New Doors",20172019,"Drama,Reality-TV",7.8,872.0,42.0,""
"Terrace House: Tokyo 2019-2020",20192020,"Drama,Reality-TV",7.4,623.0,40.0,""
Terrifier,2016,"Horror,Thriller",5.7,15459.0,82.0,""
"Terrorism Close Calls",2018,Documentary,5.2,595.0,50.0,""
"Tersanjung: The Movie",2021,"Drama,Romance",6.0,150.0,114.0,""
"Teströl és lélekröl",2017,"Drama,Fantasy,Mystery",7.6,25551.0,116.0,""
Thackeray,2019,"Biography,Drama",5.2,3068.0,120.0,""
Thar,"",Thriller,0.0,0.0,0.0,""
TharnType,2019,Romance,8.2,917.0,52.0,""
"That '70s Show",1998,"Comedy,Romance",8.0,157990.0,22.0,""
"That Girl in Yellow Boots",2010,"Crime,Drama,Mystery",6.7,3667.0,103.0,""
"That Time I Got Reincarnated as a Slime",2018,"Animation,Action,Adventure",8.1,6084.0,25.0,""
"That Winter, the Wind Blows",2013,Drama,7.7,1551.0,65.0,""
"That's My Time: The Todd Lynn Story",2017,Documentary,0.0,0.0,0.0,""
"The 100",20142020,"Drama,Mystery,Sci-Fi",7.61,15377.18,41.82,""
"The 12 year old drug smuggler",2007,Documentary,0.0,0.0,0.0,""
"The 2014 Film Independent Spirit Awards","2014 TV Special","",6.0,32.0,0.0,""
"The 21st Annual Screen Actors Guild Awards","2015 TV Special",News,6.9,66.0,0.0,""
"The 24 Hour War",2016,"Documentary,History,Sport",7.2,2067.0,99.0,""
"The 39 Steps","","Drama,Thriller",0.0,0.0,0.0,""
"The 3rd Eye 2",2019,"Drama,Fantasy,Horror",5.5,499.0,116.0,""
"The 43",2019,Documentary,7.2,99.0,0.0,""
"The 50th Law","",Biography,0.0,0.0,0.0,""
"The 69th Primetime Emmy Awards","2017 TV Special",News,5.0,296.0,133.0,""
"The 7 lives of Lea","",Drama,0.0,0.0,0.0,""
"The 74th Annual Golden Globe Awards 2017","2017 TV Special",News,5.5,629.0,180.0,""
"The 80's India",2016,"Documentary,Short",7.2,40.0,0.0,""
"The A List",2018,"Crime,Drama,Mystery",8.18,284.22,27.44,""
"The A-Team",2010,"Action,Adventure,Thriller",6.7,250321.0,117.0,77.22
"The ABCs of Death",2012,"Comedy,Horror",4.7,18559.0,129.0,0.02
"The Accountant of Auschwitz",2018,Documentary,7.3,2710.0,80.0,""
"The Adam Project",2022,"Action,Adventure,Sci-Fi",0.0,0.0,0.0,""
"The Adventures of Puss in Boots",20152018,"Animation,Action,Adventure",6.7,1491.0,23.0,""
"The Adventures of Sharkboy and Lavagirl 3-D",2005,"Action,Adventure,Comedy",3.7,34853.0,93.0,39.18
"The Affair",20142019,Drama,7.9,42129.0,60.0,""
"The After Party","I 2018","Comedy,Music",5.8,3990.0,120.0,""
"The Age of Spin: Dave Chappelle Live at the Hollywood Palladium","2017 TV Special",Comedy,8.1,11131.0,67.0,""
"The Alienist",20182020,"Crime,Drama,Mystery",7.7,48646.0,60.0,""
"The Amazing World of Gumball",20112019,"Animation,Adventure,Comedy",8.2,24448.0,11.0,""
"The American Barbecue Showdown",2020,Reality-TV,7.2,957.0,0.0,""
"The American Meme",2018,Documentary,6.6,10882.0,98.0,""
"The Americans",20132018,"Crime,Drama,Mystery",8.4,88962.0,44.0,""
"The Amityville Haunting","2011 Video",Horror,2.6,2241.0,86.0,""
"The Angel",2018,"Biography,Drama,Thriller",6.6,12911.0,114.0,""
"The App",2019,"Drama,Sci-Fi,Thriller",2.6,1229.0,78.0,""
"The App That Stole Christmas",2020,Comedy,3.6,323.0,63.0,""
"The Art Star and the Sudanese Twins",2008,"Documentary,Drama",7.1,82.0,109.0,""
"The Atomic States of America",2012,"Documentary,History,News",6.3,277.0,95.0,""
"The Awakening","V 2010","Horror,Thriller",2.6,146.0,83.0,""
"The Axe Murders of Villisca",2016,Horror,4.2,1838.0,78.0,""
"The BFG","","Animation,Adventure,Family",0.0,0.0,0.0,""
"The Baby-Sitters Club",2020,"Comedy,Drama,Family",3.7,1299.5,0.0,""
"The Babysitter","I 2017","Comedy,Horror",6.3,79593.0,85.0,""
"The Babysitter: Killer Queen",2020,"Comedy,Horror",5.8,31220.0,101.0,""
"The Bad Batch",2016,"Action,Horror,Mystery",5.3,28243.0,118.0,0.18
"The Bad Kids",2016,Documentary,7.0,612.0,101.0,0.00
"The Bag Man","I 2014","Action,Crime,Drama",5.2,16620.0,108.0,0.05
"The Ballad of Buster Scruggs",2018,"Comedy,Drama,Musical",7.3,130664.0,133.0,""
"The Ballot",2020,"Comedy,Drama,Romance",7.4,121.0,30.0,""
"The Barkley Marathons: The Race That Eats Its Young",2014,"Documentary,Adventure,History",7.8,4828.0,89.0,""
"The Bastard Sings the Sweetest Song",2012,"Documentary,Drama,Family",7.0,27.0,0.0,""
"The Battered Bastards of Baseball",2014,"Documentary,Sport",8.0,3648.0,80.0,""
"The Battle for Bedtime Starring Batdad!","2015 Video","Short,Comedy",0.0,0.0,0.0,""
"The Beautiful Game",2012,"Documentary,Sport",7.2,112.0,0.0,""
"The Bellhop","",Action,0.0,0.0,0.0,""
"The Best of Enemies",2019,"Biography,Drama,History",7.2,13196.0,133.0,10.21
"The Beyond",2017,"Drama,Sci-Fi",4.9,5839.0,103.0,""
"The Big Combo",1955,"Crime,Drama,Film-Noir",7.4,7024.0,87.0,""
"The Big Day",2021,"Reality-TV,Romance",4.6,291.0,40.0,""
"The Big Family Cooking Showdown",2017,Reality-TV,7.0,593.0,59.0,""
"The Big Flower Fight",2020,Reality-TV,7.4,964.0,0.0,""
"The Big Show Show",2020,Comedy,7.17,338.11,23.33,""
"The Black Godfather",2019,Documentary,7.4,1198.0,118.0,""
"The Black Room",2017,"Comedy,Horror",3.3,2734.0,94.0,""
"The Blacklist",2013,"Crime,Drama,Mystery",8.0,213522.0,43.0,""
"The Bleeding Edge",2018,Documentary,7.6,2374.0,99.0,""
"The Bletchley Circle",20122014,"Crime,Drama,Mystery",7.9,11331.0,45.0,""
"The Bletchley Circle: San Francisco",2018,"Crime,Drama,Mystery",6.9,2072.0,45.0,""
"The Bling Lagosians",2019,Drama,6.5,82.0,97.0,""
"The Blue Planet",2001,Documentary,8.15,637.75,48.75,""
"The Blues Brothers",1980,"Action,Adventure,Comedy",7.9,188459.0,133.0,57.23
"The Body","II 2019","Mystery,Thriller",5.4,3062.0,101.0,""
"The Bold Type",20172021,"Comedy,Drama",7.9,16183.0,45.0,""
"The Bookshop",2017,Drama,6.5,13939.0,113.0,1.33
"The Boondocks",20052014,"Animation,Action,Comedy",8.24,1185.29,22.13,""
"The Booth at the End",20112012,"Drama,Mystery",8.3,4522.0,30.0,""
"The Boss Baby: Back in Business",20182021,"Animation,Adventure,Comedy",6.5,2948.0,25.0,""
"The Boss Baby: Get That Baby!",2020,"Animation,Short,Adventure",4.9,222.0,24.0,""
"The Boulet Brothers' DRAGULA: Search for the World's First Drag Supermonster",2016,"Game-Show,Horror,Reality-TV",7.9,813.0,48.0,""
"The Boy Who Harnessed the Wind",2019,"Biography,Drama,History",7.6,32661.0,113.0,""
"The Boys in the Band",2020,Drama,6.8,13250.0,121.0,""
"The Boys in the Band: Something Personal","2020 TV Movie",Documentary,7.2,265.0,28.0,""
"The Boys' Club","",Drama,0.0,0.0,0.0,""
"The Brawler","I 2018","Biography,Crime,Drama",4.8,495.0,95.0,""
"The Breadwinner",2017,"Animation,Drama,Family",7.7,22504.0,94.0,0.31
"The Break with Michelle Wolf",2018,"Comedy,Talk-Show",5.3,1830.0,25.0,""
"The Breaker Upperers",2018,Comedy,5.9,5672.0,90.0,""
"The Bridge","XIV 2017",Drama,5.4,30.0,115.0,""
"The Bubble","",Comedy,0.0,0.0,0.0,""
"The Bureau of Magical Things",2018,"Family,Fantasy,Mystery",6.8,1349.0,25.0,""
"The Burial of Kojo",2018,"Drama,Thriller",6.5,654.0,80.0,""
"The Business of Drugs",2020,"Documentary,Crime",7.2,1465.0,0.0,""
"The CEO","I 2016",Mystery,5.8,109.0,105.0,""
"The Cabin with Bert Kreischer",2020,"Comedy,Reality-TV",6.9,1388.0,0.0,""
"The Cactus","","",0.0,0.0,0.0,""
"The Calling",20182019,Reality-TV,8.1,11.0,30.0,""
"The Carer","I 2016","Comedy,Drama",6.6,1321.0,89.0,0.01
"The Case Against 8",2014,"Documentary,Biography,News",7.3,1055.0,109.0,""
"The Casketeers",2018,Documentary,7.5,410.0,0.0,""
"The Celebrity Plastic Surgeons of Beverly Hills",2016,Reality-TV,5.0,60.0,20.0,""
"The Chair",2021,"Comedy,Drama",0.0,0.0,4.29,""
"The Chameleon","",Drama,0.0,0.0,0.0,""
"The Characters",2016,Comedy,5.4,765.0,30.0,""
"The Chef Show",2019,Documentary,8.2,4476.0,30.0,""
"The Chef in a Truck",2020,Documentary,7.9,8.0,0.0,""
"The Chefs Line",2017,Reality-TV,7.0,198.0,0.0,""
"The Chestnut Man",2021,"Crime,Drama,Mystery",0.0,0.0,7.14,""
"The Chosen",2015,"Horror,Thriller",3.6,2076.0,88.0,""
"The Christmas Chronicles",2018,"Adventure,Comedy,Family",7.0,63607.0,104.0,""
"The Christmas Chronicles: Part Two",2020,"Adventure,Comedy,Family",6.0,24413.0,112.0,""
"The Chronicles of Narnia: The Magician's Nephew","","Action,Adventure,Fantasy",0.0,0.0,0.0,""
"The Chronicles of Narnia: The Silver Chair","","Adventure,Fantasy",0.0,0.0,0.0,""
"The Cimarron Kid",1952,Western,6.4,934.0,84.0,""
"The Cipher",III,"",0.0,0.0,0.0,""
"The Circle",2020,"Game-Show,Reality-TV",7.56,317.77,49.69,""
"The Circle: Brazil",2020,Reality-TV,6.8,677.0,0.0,""
"The Circle: French",2020,Reality-TV,7.4,610.0,0.0,""
"The Circus","II 2018",Documentary,7.7,142.0,0.0,""
"The City of Brass","","",0.0,0.0,0.0,""
"The Claudia Kishi Club",2020,"Documentary,Short",6.8,105.0,17.0,""
"The Claus Family 2","","Comedy,Family,Fantasy",0.0,0.0,0.0,""
"The Client",1994,"Crime,Drama,Mystery",6.7,62748.0,119.0,92.12
"The Clovehitch Killer",2018,"Crime,Drama,Mystery",6.6,21572.0,109.0,0.01
"The Cloverfield Paradox",2018,"Action,Horror,Sci-Fi",5.5,98742.0,102.0,""
"The Coldest Game",2019,"History,Sport,Thriller",6.2,9330.0,102.0,""
"The Collector","II 2018",Horror,0.0,0.0,0.0,""
"The Comedians of Comedy",2005,"Comedy,Documentary",7.3,2558.0,103.0,0.00
"The Comedians of Comedy: Live at the El Rey","2006 Video",Comedy,6.6,190.0,58.0,""
"The Comedy Lineup",2018,Comedy,5.9,407.0,15.0,""
"The Confession Killer",2019,"Documentary,Crime",7.5,1499.5,80.0,""
"The Confession Tapes",2017,"Documentary,Crime",7.5,5017.0,46.0,""
"The Council","","Biography,Crime,Drama",0.0,0.0,0.0,""
"The Courier",2019,"Action,Crime,Drama",4.8,8955.0,99.0,""
"The Crash Reel",2013,"Documentary,Biography,Sport",8.2,4744.0,108.0,""
"The Craving",2022,Thriller,0.0,0.0,0.0,""
"The Creative Brain",2019,Documentary,6.3,836.0,52.0,""
"The Crew","II 2021",Comedy,6.6,4478.0,0.0,""
"The Croods",2013,"Animation,Adventure,Comedy",7.2,200206.0,98.0,187.17
"The Crown",2016,"Biography,Drama,History",8.6,169517.0,58.0,""
"The Crown: The Official Podcast",2019,"",0.0,0.0,0.0,""
"The Crystal Calls - Making the Dark Crystal: Age of Resistance",2019,Documentary,7.6,493.0,82.0,""
"The Cuba Libre Story",2016,"Documentary,History",7.7,1432.0,52.0,""
"The Culture High",2014,"Documentary,News",8.2,3633.0,120.0,""
"The Cuphead Show!",2021,"Animation,Action,Adventure",0.0,0.0,0.0,""
"The Curious Creations of Christine McConnell",2018,"Comedy,Horror,Talk-Show",7.8,2220.0,26.0,""
"The Daily Life of the Immortal King",2020,"Animation,Adventure",7.4,559.0,18.0,""
"The Daniel Project","2011 Video","Documentary,History,Mystery",5.3,31.0,85.0,""
"The Danish Girl",2015,"Biography,Drama,Romance",7.1,171124.0,119.0,11.11
"The Dark Crystal: Age of Resistance",2019,"Adventure,Drama,Family",8.4,22469.0,60.0,""
"The Darkest Dawn",2016,"Action,Adventure,Sci-Fi",4.1,2072.0,76.0,""
"The Dawn Wall",2017,"Documentary,Biography,Sport",8.1,16824.0,100.0,1.08
"The Day I Met El Chapo: The Kate Del Castillo Story",2017,"Documentary,Biography",6.9,998.0,60.0,""
"The Day the Earth Stood Still",2008,"Drama,Sci-Fi,Thriller",5.5,165900.0,104.0,79.37
"The Death and Life of Bobby Z",2007,"Action,Crime,Thriller",5.8,14346.0,97.0,""
"The Death and Life of Marsha P. Johnson",2017,Documentary,7.3,2608.0,105.0,""
"The Debt Collector",2018,"Action,Comedy",5.8,6619.0,95.0,""
"The Debt Collector 2",2020,"Action,Comedy",5.8,3581.0,97.0,""
"The Deep",2015,"Animation,Action,Adventure",7.9,575.0,22.0,""
"The Deep Mad Dark","2018 TV Movie",Mystery,0.0,0.0,0.0,""
"The Defenders",2017,"Action,Adventure,Crime",7.3,94589.0,50.0,""
"The Defiant Ones",2017,"Documentary,Biography,Crime",8.5,12686.0,60.0,""
"The Degenerates",2018,Comedy,6.2,611.0,30.0,""
"The Departed",2006,"Crime,Drama,Thriller",8.5,1227522.0,151.0,132.38
"The Deported",2009,Comedy,4.7,118.0,90.0,""
"The Devil All the Time",2020,"Crime,Drama,Thriller",7.1,108684.0,138.0,""
"The Devil Next Door",2019,"Documentary,Crime,History",7.68,2224.67,76.83,""
"The Devil Punisher",2020,"Fantasy,Mystery,Romance",5.9,119.0,68.0,""
"The Devil and Father Amorth",2017,"Documentary,Horror",4.6,2202.0,68.0,0.02
"The Devil's Own",1997,"Action,Crime,Drama",6.2,62161.0,111.0,42.87
"The Dictator",2012,Comedy,6.4,287003.0,83.0,59.65
"The Dig",2021,"Biography,Drama,History",7.1,60598.0,112.0,""
"The Director: An Evolution in Three Acts",2013,Documentary,6.2,213.0,85.0,""
"The Dirt",2019,"Biography,Comedy,Drama",7.0,43022.0,107.0,""
"The Disappearance of Madeleine McCann",2019,"Documentary,Crime,Mystery",6.6,9309.0,60.0,""
"The Disastrous Life of Saiki K.: Reawakened",2019,"Animation,Comedy",7.9,1138.0,0.0,""
"The Disciple",2020,"Drama,Music",7.2,1686.0,129.0,""
"The Discovery","I 2017","Drama,Romance,Sci-Fi",6.3,31299.0,102.0,""
"The Division","","Action,Adventure,Drama",0.0,0.0,0.0,""
"The Do-Over",2016,"Action,Adventure,Comedy",5.7,42672.0,108.0,""
"The Doll Master",2017,Horror,2.3,220.0,77.0,""
"The Dorm","2014 TV Movie",Horror,4.1,870.0,79.0,""
"The Double","I 2011","Action,Crime,Drama",5.9,29333.0,98.0,""
"The Dragon Prince",2018,"Animation,Adventure,Drama",8.81,2281.6,2.6,""
